title,short_description,description,additional_info
Multigrain Nuts and Seeds Atta,Multigrain Atta with Wheat, Millets, Nuts, Pulses and Grains,"Multigrain Atta with 50% Wheat + 15% Millets, Nuts, Pulses and Grains(Wheat variant and other ingredients are customizable)Atta consistency: Atta with equal quantity of wheat and millets + pulses + nuts + seeds, HIGH-FIBRE atta.Add more water to get the right Dough consistency. &nbsp;&nbsp;Roti Output- Moderately Soft RotiWheat Type: &nbsp;Premium Sharbati or Samba/Chapli Wheat (based on your selection)(Multigrain Atta Minimum quantity is kept at 3KG to ensure that all the ingredients in the right proportion are added as needed)","&nbsp;Custom Milled Atta (Select ingredients, quantity, fineness, etc as you wish)Milled against order only (not prepacked)Milled with husk and not sieved (Full Fibre)Sustainable packing (Zero Plastic Store)Daily delivery across BangaloreWe use washed and dried grains ONLY for milling (after 3 step cleaning process)Washed and dried grains are stored in Hermetic Bags(Non-pesticide storage technique)"
Awla Dried,Dried Amla,"A potent antioxidant rich in vitamin C.Dried amla is used in herbal remedies to boost immunity.Promote skin health.Enhance hair nourishment.&nbsp;","&nbsp;Discover Freshivores’ range of natural products, perfect for enhancing your skin and hair care routines. Rich in vitamins and essential properties, these items provide eco-friendly alternatives for nourishment, cleansing, and rejuvenation. Embrace the power of nature with Freshivores for healthier skin and vibrant hair!"
Palm Jaggery 80%,80% Palm Jaggery + 20% Sugarcane Jaggery,"Palm Jaggery is a natural sweetener made from the sap of palm trees, known for its deep, earthy flavor and rich nutritional benefits.80% Palm Jaggery + 20% Sugarcane Jaggery: A balanced blend of 80% palm jaggery and 20% sugarcane jaggery, combining the rich flavors of both natural sweeteners.It is minimally processed and free from additives, making it a wholesome alternative to refined sugars.","&nbsp;&nbsp;&nbsp;The products is free from chemicals, preservatives, and additives.They are minimally processed to retain natural nutrients and flavor.A healthier, more natural alternative to refined sweeteners."
Red Raw rice Full Bran,Premium Unpolished Rice,"Red Raw Rice Full Bran is an unpolished rice variety that retains its natural bran layer, offering a rich, earthy flavor and a slightly chewy texture. High in fiber, vitamins, and minerals, it is a healthier choice, supporting digestion and overall well-being.","&nbsp;Do not compromise—get it fresh and just the way you like!Sustainable packaging (Zero Plastic Packaging)."
Sea Salt,Pure Sea Salt,"Sea Salt is a natural salt harvested from evaporated seawater, rich in minerals and trace elements. It adds a clean, crisp flavor to dishes and is commonly used in cooking and as a finishing touch, offering a healthier alternative to regular table salt.","&nbsp;Do not compromise—get it fresh and just the way you like!Milled ONLY on order—NOT pre-milled or pre-packed.Sustainable packaging (Zero Plastic Packaging)."
Shikakai(Non Food),Dried Shikakai,"Dried Shikakai: Known as "fruit for the hair," dried shikakai is a natural shampoo alternative.&nbsp;It cleanses the scalp and hair gently, promoting healthy growth and enhancing shine.&nbsp;","&nbsp;Discover Freshivores’ range of natural products, perfect for enhancing your skin and hair care routines. Rich in vitamins and essential properties, these items provide eco-friendly alternatives for nourishment, cleansing, and rejuvenation. Embrace the power of nature with Freshivores for healthier skin and vibrant hair!"
Soap Nut,Natural soap nut,"Natural soap nuts contain saponins, serving as an eco-friendly cleanser for laundry and personal care.&nbsp;Ideal for sensitive skin, they offer a gentle alternative to synthetic detergents.","&nbsp;Discover Freshivores’ range of natural products, perfect for enhancing your skin and hair care routines. Rich in vitamins and essential properties, these items provide eco-friendly alternatives for nourishment, cleansing, and rejuvenation. Embrace the power of nature with Freshivores for healthier skin and vibrant hair!"
Samai (Little Millet),Whole Millet, Atta,"Do not compromise, get it fresh and as you wish!Can be milled on your milling preference (select fineness while ordering)Not prepacked, milled upon orderGrain Type: &nbsp;Clean Sortex MilletGrain Origin: Karnataka/AP/TamilNadu","&nbsp;We use washed and dried grains ONLY for milling (after 3 step cleaning process)Washed and dried grains stored using Hermetic Technology(Non-pesticide storage technique)Milled with husk and not sieved (Full Fiber)Milled ONLY on order, NOT milled and pre-filled.Sustainable packing (Zero Plastic Packaging)48 hours delivery across Bangalore"
Gluten Free Atta (Zero Wheat),(Milled To Order Customizable Atta),"Multigrain Atta with 0% Wheat + 40% Millets ,20% Nuts, 20% Pulses and 20% Grains(Wheat variant and other ingredients customizable)Atta consistancy : Atta with equal quanity of wheat and millets + pulses , &nbsp;HIGH-FIBRE atta.Add more water to get the right Dough consistancy &nbsp;Roti Output- Moderately Hard(Multigrain Atta Minimum quantity is kept at 3KG to ensure that all the ingredients in right proportion are added as needed)","&nbsp;Custom Milled Atta (Select ingredients, quantity, fineness etc as you wish)Milled against order only (not prepacked)Milled with husk and not sieved (Full Fibre)Sustainable packing (Zero Plastic Store)We use washed and dried grains ONLY for milling (after 3 step cleaning process)Washed and dried grains are stored in Hermetic Bags(Non-pesticide storage technique)"
Alleppy Supreme Turmeric,Pure and Superior Quality Alleppy Turmeric,"&nbsp;Renowned for its high curcumin content.Premium-grade turmeric adds vibrant color and potent anti-inflammatory properties to any dish.Not prepacked—milled upon order","&nbsp;Do not compromise—get it fresh and just the way you like!Milled ONLY on order—NOT pre-milled or pre-packed.Sustainable packaging (Zero Plastic Packaging)."
Desi Khand ( Khandsari ),Unrefined Sugar Powder,"Desi Khand is considered healthier than refined sugar because it doesn't go through heavy chemical processing.It retains some natural minerals like calcium, iron, and magnesium, which are stripped away during the refining of white sugar.Like palm sugar, it raises blood sugar levels more slowly compared to refined sugars.Desi Khand is a great alternative if you're looking for a less processed and more natural sweetener in your diet.","&nbsp;&nbsp;&nbsp;The products is free from chemicals, preservatives, and additives.They are minimally processed to retain natural nutrients and flavor.A healthier, more natural alternative to refined sweeteners."
Cinnamon And Orange Handmade Soap,Stress-relieving cinnamon oil, soothing sweet orange, and a handful of coffee powder for that perfect scrub bath.,"Stress-relieving cinnamon oil, soothing sweet orange, and a handful of coffee powder for that perfect scrub bath.Ingredients: Coconut oil, Beeswax, Lye, Essential oils of cinnamon and sweet orange, Coffee grains.Forest Post is commited to forest conservation. Beeswax is sourced from local forests and our soaps are handmade in small batches by women in Karikkadav Village, Kerala.No Sulphates. No Phthalates. No Parabens. No Palm Oil.","&nbsp;Forest-dependent communities in India harvest a variety of wild resources, with a significant portion of Minor Forest Products (MFP) contributing to their income. Forest Post helps enhance the value of forest produce by engaging with MFP gatherers and training women’s groups in value addition. Additionally, Freshivores provides a platform for these tribal communities to sell their products, supporting their economic empowerment and promoting sustainability.&nbsp;"
Geranium With Rose Petals Handmade Soap,Infused with geranium oil that strengthens skin tissue and heals blemishes, and embellished with sun-dried petals of rose that cleanse and help retain moisture, this soap is the goodness of all rolled into one.,"Infused with geranium oil that strengthens skin tissue and heals blemishes, and embellished with sun-dried petals of rose that cleanse and help retain moisture, this soap is the goodness of all rolled into one.Ingredients: Coconut oil, Beeswax, Lye, Geranium essential oil, Rose petals.Forest Post is commited to forest conservation. Beeswax is sourced from local forests and our soaps are handmade in small batches by women in Karikkadav Village, Kerala.No Sulphates. No Phthalates. No Parabens. No Palm Oil.","&nbsp;Forest-dependent communities in India harvest a variety of wild resources, with a significant portion of Minor Forest Products (MFP) contributing to their income. Forest Post helps enhance the value of forest produce by engaging with MFP gatherers and training women’s groups in value addition. Additionally, Freshivores provides a platform for these tribal communities to sell their products, supporting their economic empowerment and promoting sustainability.&nbsp;"
Honeysuckle And Tulsi Handmade Soap,One of our exotic creations in a moisturising base of coconut oil and forest beeswax, this soap is enhanced with anti-oxidant, flavonoid-rich honeysuckle oil and energising tea tree oil. In a stress-filled world, allow your skin this calm and protection.,"One of our exotic creations in a moisturising base of coconut oil and forest beeswax, this soap is enhanced with anti-oxidant, flavonoid-rich honeysuckle oil and energising tea tree oil. In a stress-filled world, allow your skin this calm and protection.Ingredients: Coconut oil, Beeswax, Lye, Essential oils of honeysuckle and tea tree oil, Tulsi leaves.Forest Post is commited to forest conservation. Beeswax is sourced from local forests and our soaps are handmade in small batches by women in Karikkadav Village, Kerala.No Sulphates. No Phthalates. No Parabens. No Palm Oil.","&nbsp;Forest-dependent communities in India harvest a variety of wild resources, with a significant portion of Minor Forest Products (MFP) contributing to their income. Forest Post helps enhance the value of forest produce by engaging with MFP gatherers and training women’s groups in value addition. Additionally, Freshivores provides a platform for these tribal communities to sell their products, supporting their economic empowerment and promoting sustainability.&nbsp;"
Vetiver With Hemp Seed Handmade Soap,Give your skin the nourishment of coconut oil and regenerative touch of hemp seed oil. This soap is packed with the essence of Vetiver root or Khus, that has acalming, earthy aroma and heals acne and inflammation.,"Give your skin the nourishment of coconut oil and regenerative touch of hemp seed oil. This soap is packed with the essence of Vetiver root or Khus, that has acalming, earthy aroma and heals acne and inflammation.Ingredients: Coconut oil, Beeswax, Lye, Vetiver root powder, Essential oils of vetiver, lemongrass and neroli.Forest Post is committed to forest conservation. Beeswax is sourced from local forests and our soaps are handmade in small batches by women in Karikkadav Village, Kerala.No Sulphates. No Phthalates. No Parabens. No Palm Oil.","&nbsp;Forest-dependent communities in India harvest a variety of wild resources, with a significant portion of Minor Forest Products (MFP) contributing to their income. Forest Post helps enhance the value of forest produce by engaging with MFP gatherers and training women’s groups in value addition. Additionally, Freshivores provides a platform for these tribal communities to sell their products, supporting their economic empowerment and promoting sustainability.&nbsp;"
Jasmine And Neroli Handmade Soap,This mellow recipe melds the traditional exfoliating properties of green gram with the anti-bacterial, stress-relieving jasmine oil. Suitable for oily skin.,"This mellow recipe melds the traditional exfoliating properties of green gram with the anti-bacterial, stress-relieving jasmine oil. Suitable for oily skin.Ingredients: Coconut oil, Beeswax, Lye, Moong bee powder, Essential oils of jasmine, neroli and grapefruit.Forest Post is commited to forest conservation. Beeswax is sourced from local forests and our soaps are handmade in small batches by women in Karikkadav Village, Kerala.No Sulphates. No Phthalates. No Parabens. No Palm Oil.","&nbsp;Forest-dependent communities in India harvest a variety of wild resources, with a significant portion of Minor Forest Products (MFP) contributing to their income. Forest Post helps enhance the value of forest produce by engaging with MFP gatherers and training women’s groups in value addition. Additionally, Freshivores provides a platform for these tribal communities to sell their products, supporting their economic empowerment and promoting sustainability.&nbsp;"
Aloe And Sweet Basil Handmade Soap,This classic blend of Aloe vera and essential oil of sweet basil will leave you feeling healed with its warm, spicy aroma. Made using wild beeswax and pure coconut oil, this soap moisturizes, improves skin tone and balances oil production.,"This classic blend of Aloe vera and essential oil of sweet basil will leave you feeling healed with its warm, spicy aroma. Made using wild beeswax and pure coconut oil, this soap moisturizes, improves skin tone and balances oil production.Ingredients: Coconut oil, Beeswax, Lye, Sweet basil essential oil.Forest Post is commited to forest conservation. Beeswax is sourced from local forests and our soaps are handmade in small batches by women in Karikkadav Village, Kerala.No Sulphates. No Phthalates. No Parabens. No Palm Oil.","&nbsp;Forest-dependent communities in India harvest a variety of wild resources, with a significant portion of Minor Forest Products (MFP) contributing to their income. Forest Post helps enhance the value of forest produce by engaging with MFP gatherers and training women’s groups in value addition. Additionally, Freshivores provides a platform for these tribal communities to sell their products, supporting their economic empowerment and promoting sustainability.&nbsp;"
Neroli With Lavender Handmade Soap,The pale blue-violet blooms of Lavender were used in ancient baths. Paired with citrusy base notes of Neroli oil and floral notes of Geranium, this bar is for you to steal a moment for yourself. Coconut oil and beeswax, as always, to nourish and heal.,"The pale blue-violet blooms of Lavender were used in ancient baths. Paired with citrusy base notes of Neroli oil and floral notes of Geranium, this bar is for you to steal a moment for yourself. Coconut oil and beeswax, as always, to nourish and heal.INGREDIENTS: Coconut oil, Beeswax, Lye, Lavender petals, Essential oils of Neroli and Geranium.Forest Post is commited to forest conservation. Beeswax is sourced from local forests and our soaps are handmade in small batches by women in Karikkadav Village, Kerala.No Sulphates. No Phthalates. No Parabens. No Palm Oil.","&nbsp;Forest-dependent communities in India harvest a variety of wild resources, with a significant portion of Minor Forest Products (MFP) contributing to their income. Forest Post helps enhance the value of forest produce by engaging with MFP gatherers and training women’s groups in value addition. Additionally, Freshivores provides a platform for these tribal communities to sell their products, supporting their economic empowerment and promoting sustainability.&nbsp;"
Nelli And Shikakai Hair Oil,The pods of Shikakai are a traditional recipe for healthy hair and deep conditioning. Nelli or Gooseberry is famed for stimulating hair growth.,"The pods of Shikakai are a traditional recipe for healthy hair and deep conditioning. Nelli or Gooseberry is famed for stimulating hair growth. Both are found in abundance our forests and are harvested during summer by native people. Coconut oil is a must-have staple in your hair care routine and what better way to find nourishment than in a Shikakai-Nelli infusion.","Forest-dependent communities in India harvest a variety of wild resources, with a significant portion of Minor Forest Products (MFP) contributing to their income. Forest Post helps enhance the value of forest produce by engaging with MFP gatherers and training women’s groups in value addition. Additionally, Freshivores provides a platform for these tribal communities to sell their products, supporting their economic empowerment and promoting sustainability.&nbsp;"
Mallow And Neem Hair Oil,Hair oil for deep nourishment, controls stress-related hair loss, and keeps your hair soft, dark, shining and dandruff-free.,"A time-tested hair care oil from the pool of indigenous knowledge.Made with herbs sourced from the wild, this sesame oil-based recipe gives deep nourishment, controls stress-related hair loss, and keeps your hair soft, dark, shining and dandruff-free.","Forest-dependent communities in India harvest a variety of wild resources, with a significant portion of Minor Forest Products (MFP) contributing to their income. Forest Post helps enhance the value of forest produce by engaging with MFP gatherers and training women’s groups in value addition. Additionally, Freshivores provides a platform for these tribal communities to sell their products, supporting their economic empowerment and promoting sustainability.&nbsp;"
Moisturizer Grape Fruit Beeswax,Grapefruit Moisturiser,"Beeswax Grapefruit MoisturiserA basic recipe with a mellow, yet refreshing citrusy fragrance. Perfect for daily use.Ingredients:Olive oil, beeswax, grapefruit essential oilNet weight: 30g","&nbsp;Forest-dependent communities in India harvest a variety of wild resources, with a significant portion of Minor Forest Products (MFP) contributing to their income. Forest Post helps enhance the value of forest produce by engaging with MFP gatherers and training women’s groups in value addition. Additionally, Freshivores provides a platform for these tribal communities to sell their products, supporting their economic empowerment and promoting sustainability.&nbsp;"
Wintergreen Pain Balm Beeswax,The healing power of essential oils of wintergreen, thyme, rosemary, camphor and peppermint, in a beeswax-olive oil base. Suitable for headaches and mild sprains.,"The healing power of essential oils of wintergreen, thyme, rosemary, camphor and peppermint, in a beeswax-olive oil base. Suitable for headaches and mild sprains.Ingredients:Olive oil, Beeswax, Essential oilsNet weight: 30g","&nbsp;Forest-dependent communities in India harvest a variety of wild resources, with a significant portion of Minor Forest Products (MFP) contributing to their income. Forest Post helps enhance the value of forest produce by engaging with MFP gatherers and training women’s groups in value addition. Additionally, Freshivores provides a platform for these tribal communities to sell their products, supporting their economic empowerment and promoting sustainability.&nbsp;"
Kokkum & Vanilla Body Butter Beeswax,Beeswax Kokkum body butter,"Beeswax Kokkum body butter, the celebrated plant butter from Uttara Kannada.Dabbed with a tropical fragrance of vanilla essential oil, this is one moisturiser that will leave your skin supple and hydrated for several hours.INGREDIENTS:&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Olive oil, Kokkum butter, Beeswax, Essential oils of Vanilla and OrangeNet weight: 30g","&nbsp;Forest-dependent communities in India harvest a variety of wild resources, with a significant portion of Minor Forest Products (MFP) contributing to their income. Forest Post helps enhance the value of forest produce by engaging with MFP gatherers and training women’s groups in value addition. Additionally, Freshivores provides a platform for these tribal communities to sell their products, supporting their economic empowerment and promoting sustainability."
Vetiver And Cocoa Body Butter Beeswax,A recipe that uses all ingredients native to the Western Ghats! Cocoa butter is best paired with coconut oil. And what better fragrance than the woody earthy essential oil of Vetiver! If there is one low carbon foot print body care formula, it is this!,"A recipe that uses all ingredients native to the Western Ghats! Cocoa butter is best paired with coconut oil. And what better fragrance than the woody earthy essential oil of Vetiver! If there is one low carbon foot print body care formula, it is this!INGREDIENTS:Coconut oil, Cocoa butter, Castor oil, Essential oilsNet weight: 30g","&nbsp;Forest-dependent communities in India harvest a variety of wild resources, with a significant portion of Minor Forest Products (MFP) contributing to their income. Forest Post helps enhance the value of forest produce by engaging with MFP gatherers and training women’s groups in value addition. Additionally, Freshivores provides a platform for these tribal communities to sell their products, supporting their economic empowerment and promoting sustainability.&nbsp;"
Orange Lip Balm Beeswax,Olive oil keeps lips conditioned and protected. Combined with forest beeswax, this recipe is a companion for life. This pack comes in a mild orange fragrance.,"Olive oil keeps lips conditioned and protected. Combined with forest beeswax, this recipe is a companion for life. This pack comes in a mild orange fragrance.INGREDIENTS:Olive oil, beeswax, essential oilNet weight: 10g",""
Insect Repellent Beeswax,A natural repellent for mosquitoes and other tropical biting insects! Safe even on children.,"A natural repellent for mosquitoes and other tropical biting insects! Safe even on children.Ingredients:Olive oil, beeswax, Citronella essential oilNet weight: 30g","&nbsp;Forest-dependent communities in India harvest a variety of wild resources, with a significant portion of Minor Forest Products (MFP) contributing to their income. Forest Post helps enhance the value of forest produce by engaging with MFP gatherers and training women’s groups in value addition. Additionally, Freshivores provides a platform for these tribal communities to sell their products, supporting their economic empowerment and promoting sustainability.&nbsp;"
Hemp-Cedar Body Rub Beeswax,A skin care formula enriched with hemp seed oil, castor oil and kokkum butter in addition to the regular beeswax-olive combination. ,"A skin care formula enriched with hemp seed oil, castor oil and kokkum butter in addition to the regular beeswax-olive combination.&nbsp; And the woody fragrance reminiscent of a Himalayan trail.INGREDIENTS:Olive oil, Castor oil, Hemp seed oil, Kokkum butter, Essential oils of Cedarwood and Lemon&nbsp;","&nbsp;Forest-dependent communities in India harvest a variety of wild resources, with a significant portion of Minor Forest Products (MFP) contributing to their income. Forest Post helps enhance the value of forest produce by engaging with MFP gatherers and training women’s groups in value addition. Additionally, Freshivores provides a platform for these tribal communities to sell their products, supporting their economic empowerment and promoting sustainability.&nbsp;"
South Indian Arouse-50-50 Blend,Premium Coffee Beans,"",""
KDP CH-Washed Arabica 100%,Premium Coffee Beans,"",""
Aghora - Organic Arabica 100%,Premium Coffee Beans,"",""
Morning Bliss - 80 - 20 Expresso Blend,Premium Coffee Beans,"",""
Idukki Black Coffee (Hirange Kattan),Premium Coffee Beans,"",""
Turmeric And Vetiver Handmade Soap,Enriched with turmeric for radiant skin and vetiver for cooling and rejuvenation, this soap gently nourishes, leaving your skin refreshed and glowing.,"Infused with the earthy richness of turmeric, known for its anti-inflammatory and skin-brightening properties, and enhanced with the calming essence of vetiver, which cools and rejuvenates, this soap nourishes deeply while promoting a radiant and refreshed complexion. A perfect blend of nature’s goodness for healthy, glowing skin.","Forest-dependent communities in India harvest a variety of wild resources, with a significant portion of Minor Forest Products (MFP) contributing to their income. Forest Post helps enhance the value of forest produce by engaging with MFP gatherers and training women’s groups in value addition. Additionally, Freshivores provides a platform for these tribal communities to sell their products, supporting their economic empowerment and promoting sustainability.&nbsp;"
Nilanarakam Hair oil,A trusted hair care recipe from the Mannan community,"A trusted hair care recipe from the Mannan community. It uses roots and leaves of Goanese Ipecac (Naregamia alata) with Hibiscus leaves and buds, fenugreek seeds and shallots. Ipecac has high essential oil content, making it a desirable ingredient in hair nourishment, also great to fight dry scalp and dandruff.","&nbsp;Forest-dependent communities in India harvest a variety of wild resources, with a significant portion of Minor Forest Products (MFP) contributing to their income. Forest Post helps enhance the value of forest produce by engaging with MFP gatherers and training women’s groups in value addition. Additionally, Freshivores provides a platform for these tribal communities to sell their products, supporting their economic empowerment and promoting sustainability.&nbsp;"
Hemp Beard Wax Beewax,,"",""
Mint Lip Balm Beeswax,Olive oil keeps lips conditioned and protected. Combined with forest beeswax, this recipe is a companion for life. This pack comes in a sharp mint fragrance.,"Olive oil keeps lips conditioned and protected. Combined with forest beeswax, this recipe is a companion for life. This pack comes in a sharp mint fragrance.INGREDIENTS:Olive oil, beeswax, essential oilNet weight: 10g","&nbsp;Forest-dependent communities in India harvest a variety of wild resources, with a significant portion of Minor Forest Products (MFP) contributing to their income. Forest Post helps enhance the value of forest produce by engaging with MFP gatherers and training women’s groups in value addition. Additionally, Freshivores provides a platform for these tribal communities to sell their products, supporting their economic empowerment and promoting sustainability.&nbsp;"
Garlic chips/powder,Dried, Preservative- Free Garlic Chips,"Crafted to enhance the flavor of your dishes.","&nbsp;Do not compromise—get it fresh and just the way you like!Milled ONLY on order—NOT pre-milled or pre-packed.Sustainable packaging (Zero Plastic Packaging)."
Mehandi - Henna (Dried Leaves),,"",""
Coconut Delight Cookies,Baked Bonjour from Freshivores!,"Ingredients List: Wheat flour, Desiccated coconut, Butter, Desigandh Sugar, MilkAllergen Information: Contains gluten &amp; milk&nbsp;","&nbsp;Enjoy the natural taste of our baked products using our freshly milled wheat/ millets together with our Ghee, and Coconut. Our bakery products are free of any chemical preservatives, taste enhancers, emulsifiers, and coloring agents."
Tale of Biscotti,Contains Egg,"Ingredients: Flour(Samba &amp; Sharbati), Butter, Threaded sugar, Egg, Pistachio powder, Almond nibs, Orange juice, Vanilla extract, Baking powder,Himalayan pink saltAllergen Information: It contains gluten, butter, almond &amp; eggContains: EGG","Baked Bonjour from Freshivores!Enjoy the natural taste of our baked products using our freshly milled wheat/ millets together with our Ghee, and Dry fruits. Our bakery products are free of any chemical preservatives, taste enhancers, emulsifiers, and coloring agents."
Nutriragi Cookies,Baked Bonjour from Freshivores!,"Ingredients: Ragi flour, Wheat flour, Cashew powder, Jaggery, Butter, Molasses, MilkAllergen Information: Contains gluten, cashew and milk","&nbsp;Enjoy the natural taste of our baked products using our freshly milled wheat/ millets together with our Ghee. Our bakery products are free of any chemical preservatives, taste enhancers, emulsifiers, and coloring agents."
Mint Thyme Cookies,Baked Bonjour from Freshivores!,"Ingredients: Wheat flour, Desighand sugar, Lemon, Thyme, Olive oilAllergen Information: Contains gluten","&nbsp;&nbsp;Enjoy the natural taste of our baked products using our freshly milled wheat/ millets together with our Ghee, and Coconut. Our bakery products are free of any chemical preservatives, taste enhancers, emulsifiers, and coloring agents."
Wheat Bread,100% Whole wheat with Zero Maida,"100% Whole wheat with Zero Maida100% Butter addedNo Chemical PreservativesIngredients: Wheat flour, Water, Milk powder, Butter, Sunflower oil, Sugar, YeastAllergen Information: Contains gluten &amp; milkEach pack contains 7-8 slicesShelf life &nbsp;3 days",""
Multi-Cereal Bread,100% Whole wheat + Multi- Cereals Bread,"Multigrain Bread&nbsp;100% Whole wheat + Multi- Cereals&nbsp;Made with Zero Maida&nbsp;Ingredients: Wheat flour, Multigrain Mix (Sunflower seed, Flax seed, Pumpkin seed, Watermelon seed &amp; Sesame), Water, Butter, Gluten, Salt, YeastAllergen Information: Contains Gluten &amp; Sesame&nbsp;100% Butter added&nbsp;No Chemical Preservatives&nbsp;Each pack contains 7-8 slices&nbsp;Shelf&nbsp;life&nbsp;3&nbsp;days",""
Mandiya Jaggery Powder,,"Made from sugarcane grown in Mandiya, Karnataka.This jaggery and has a more caramel-like sweetness. It’s also nutrient-rich but with a more familiar sugarcane taste.Traditional, natural sweetener made from pure sugarcane juice, offering a rich, caramel-like flavor.It is unrefined and free from chemicals, making it a healthier alternative to processed sugar.","&nbsp;&nbsp;&nbsp;The products is free from chemicals, preservatives, and additives.They are minimally processed to retain natural nutrients and flavor.A healthier, more natural alternative to refined sweeteners."
Granola,Granola With Dry Fruits & Nuts,"Ingredients :rolled oats, &nbsp;pumpkin seeds, walnut standard, Coconut oil, Honey, Brown sugar, Blueberry, cranberry, Raisins","Baked Bonjour from Freshivores!Enjoy the natural taste of our baked products using our freshly milled wheat/ millets together with our Ghee, Coconut, and Dry fruits. Our bakery products are free of any chemical preservatives, taste enhancers, emulsifiers, and coloring agents."
Sesame Oil (White Gingelly Seed),Wood pressed/Cold pressed oil,"Cold pressed oil made from fine quality, Sortex sesame seeds.&nbsp;Non-Refined OilNo Added PreservativesNo Added Taste/ Flavour EnhancersNo Added Colours","Filtering : Cloth filtered to remove seed residueCrafted using Marachekku(Vaaka Tree Wood) /wooden press machine.Manufacturing process minimizes heat generation, preserving natural antioxidants and healthy fatty acids.Premium-quality seeds directly sourced from farmers.Filtration with cloth to eliminate residues or impurities.Maintaining quality by avoiding the use of inexpensive edible oils or inorganic additives to boost volume or reduce costs.Chemical preservatives free"
Uzhunnu Vada Batter ( Medu Vada ),South Indian Uzhunnu Vada Batter,"Ingredients&nbsp;Urad DalBlack PepperOnionCurry LeavesCoriander LeavesGinger PasteDirections on usageMove batter to a steel container.Need to be refrigerated for longer storage.Take out from refrigerator minimum 30 minutes before cooking.Thick batter, Add water as neededNon-salted , add salt as needed","Freshivore's PromiseZero&nbsp;added flavors.Zero&nbsp;added cooking soda powder.Zero added preservatives."
Parippu Vada Batter ( Dal Vada ),South Indian Parippu Vada Batter,"Ingredients&nbsp;Chana DalOnionCurry leavesCoriander leavesDirections on usageMove batter to a steel container.Need to be refrigerated for longer storage.Take out from refrigerator minimum 30 minutes before cooking.Salt &amp; Water can add as per requirement","Freshivore's PromiseZero&nbsp;added flavors.Zero&nbsp;added cooking soda powder.Zero added preservatives."
Peanut(Roasted),Premium nuts,"",""
Dates Syrup,,"",""
AL- Fareed Dates,Premium Imported Dates,"Dates are sweet fruits in many varieties, such as fresh, wet, semi-dry, and dry. The antioxidants, minerals, and vitamins in dates help support brain, digestive, and heart health and protect against disease.","Dates are sweet fruits in many varieties, such as fresh, wet, semi-dry, and dry. The antioxidants, minerals, and vitamins in dates help support brain, digestive, and heart health and protect against disease."
Halim/Aaliv(Garden Cress seeds),Premium seeds,"",""
Lobia,Nutrient Rich Legumes,"Lobia, also known as black-eyed peas, is a nutrient-rich legume packed with protein, fiber, and vitamins. Commonly used in curries, soups, and salads, it offers a mild, earthy flavor and is known for its digestive benefits and ability to support heart health.","&nbsp;Do not compromise—get it fresh and just the way you like!Sustainable packaging (Zero Plastic Packaging)."
Alfareed Dates,,"","Dates are sweet fruits in many varieties, such as fresh, wet, semi-dry, and dry. The antioxidants, minerals, and vitamins in dates help support brain, digestive, and heart health and protect against disease."
Walnut Nut Butter,Freshly prepared nut butter,"Rich in omega-3 fatty acids, supporting brain function and heart health.Packed with antioxidants to reduce oxidative stress and inflammation.Contains fiber and plant-based protein, making it a nutritious and filling spread.","&nbsp;&nbsp;This freshly milled nut butter is free from any added oils, artificial preservatives and additives. Enjoy the benefits of a 100% natural product customized to your choice."
Cashew Nut Butter,Freshly prepared nut butter,"Cashew butter is loaded with magnesium, zinc, and healthy fats that promote strong bones, improve mood, and enhance metabolism.It’s a gut-friendly, high-protein food that’s easy on digestion and rich in nutrients.Whether you spread it on toast, add it to smoothies, or use it as a dip, each spoonful is packed with healthy fats, proteins, vitamins, and minerals to nourish your body and support your overall well-being.","&nbsp;&nbsp;This freshly milled nut butter is free from any added oils, artificial preservatives and additives. Enjoy the benefits of a 100% natural product customized to your choice."
Almond Nut Butter,Freshly prepared nut butter,"Rich in Vitamin E, magnesium, and antioxidants, almond butter helps boost heart health, reduce inflammation, and improve skin health.It’s a gut-friendly, high-protein food that’s easy on digestion and rich in nutrients.&nbsp;Whether you spread it on toast, add it to smoothies, or use it as a dip, each spoonful is packed with healthy fats, proteins, vitamins, and minerals to nourish your body and support your overall well-being.&nbsp;&nbsp;","&nbsp;&nbsp;This freshly milled nut butter is free from any added oils, artificial preservatives and additives. Enjoy the benefits of a 100% natural product customized to your choice.&nbsp;&nbsp;"
Hazelnut Nut Butter,Freshly prepared nut butter,"Full of healthy fats and antioxidants, hazelnut butter supports brain health, helps fight oxidative stress, and provides a great source of fiber.It’s a gut-friendly, high-protein food that’s easy on digestion and rich in nutrients.Whether you spread it on toast, add it to smoothies, or use it as a dip, each spoonful is packed with healthy fats, proteins, vitamins, and minerals to nourish your body and support your overall well-being.","&nbsp;&nbsp;This freshly milled nut butter is free from any added oils, artificial preservatives and additives. Enjoy the benefits of a 100% natural product customized to your choice."
